Title,Rating,Author,Author Gender,Publication Date,Page Count,Statues,Genre,Sub-Genre,Synopsis
Emma,4.4,Jane Austin,Female,1868,416,Stand Alone,Romance,Comedy,"Emma, by Jane Austen, is a novel about youthful hubris and romantic misunderstandings. It is set in the fictional country village of Highbury and the surrounding estates of Hartfield, Randalls and Donwell Abbey, and involves the relationships among people from a small number of families. As in her other novels, Austen explores the concerns and difficulties of genteel women living in Georgian–Regency England. Emma is a comedy of manners, and depicts issues of marriage, sex, age, and social status.
Before she began the novel, Austen wrote, ""I am going to take a heroine whom no one but myself will much like."" In the first sentence, she introduces the title character as ""Emma Woodhouse, handsome, clever, and rich, with a comfortable home and a happy disposition... had lived nearly twenty-one years in the world with very little to distress or vex her."" Emma is spoiled, headstrong, and self-satisfied; she greatly overestimates her own matchmaking abilities; she is blind to the dangers of meddling in other people's lives; and her imagination and perceptions often lead her astray."
Pride and Predjudice,4.4,Jane Austin,Female,1813,208,Stand Alone,Romance,Drama,"Set in a small English village during 1812, this classic novel is one of the greatest love stories ever told!  
A poor country squire is trying to find husbands for his five daughters.  When one of them, Elizabeth, meets rich Mr. Darcy at a dance, they don't find much in common.  But during the next few months, they overcome their differences and fall in love."
The War of Worlds,4.4,H. G. Wells,Male,1897,202,Stand Alone,Sci-Fi,Dystopian,"The War of the Worlds is a classic of literary and genre fiction. The story of humanity pitted against vastly superior invaders told from a personal and humanist point of view. Still relevant and illuminating despite its age.
'No one would have believed in the last years of the nineteenth century that this world was being watched keenly and closely by intelligences greater than man's...'

So begins H. G. Wells' classic novel in which Martian lifeforms take over planet Earth. As the Martians emerge, they construct giant killing machines - armed with heatrays - that are impervious to attack. Advancing upon London they destroy everything in their path. Everything, except the few humans they collect in metal traps.

Victorian England is a place in which the steam engine is state-of-the-art technology and powered flight is just a dream. Mankind is helpless against the killing machines from Mars, and soon the survivors are left living in a new stone age."
The Time Machine,4.3,H. G. Wells,Male,1895,113,Stand Alone,Sci-Fi,No Sub-Genre,"When an English Scientist, known only as the Time Traveller, invents a machine that can travel through time, the most logical expectation would be to test such a machine. After a trial run that saw him travel three hours into the future, the Time Traveller pushes further into the future to year 802,701, where he meets a mellow race of humans called the Eloi. Soon he discovers that the Eloi are not the only human race left on earth..."
Six of Crows,4.6,Leigh Bardugo,Female,2015,536,Series,Fantasy,Found Family,"Ketterdam: a bustling hub of international trade where anything can be had for the right price―and no one knows that better than criminal prodigy Kaz Brekker. Kaz is offered a chance at a deadly heist that could make him rich beyond his wildest dreams. But he can't pull it off alone. . . .

A convict with a thirst for revenge.

A sharpshooter who can't walk away from a wager.

A runaway with a privileged past.

A spy known as the Wraith.

A Heartrender using her magic to survive the slums.

A thief with a gift for unlikely escapes.

Six dangerous outcasts. One impossible heist. Kaz's crew is the only thing that might stand between the world and destruction―if they don't kill each other first."
Vicious,4.4,V. E. Shwab,Female,2013,450,Series,Fantasy,Fiction,"Magneto and Professor X. Superman and Lex Luthor. Sydney and Serena Clarke. Victor Vale and Eli Ever.

Great partnerships―now soured on the vine.

But Marcella Riggins needs no one.

Flush from her brush with death, she’s gained the control she always sought―and will use her newfound power to bring the city of Merit to its knees. She’ll do whatever it takes, from taking over the mob to collecting her own sidekicks, and even leveraging the two most infamous EOs, Victor Vale and Eli Ever, in a dangerous game of cat and mouse.

With Marcella's rise, new enmities create surprising opportunity―and the stage of Merit will once again be set for a final, terrible reckoning."
The Lightning Theif ,4.7,Rick Riord,Male,2010,363,Series,Adventure,Fantasy,"Percy Jackson is about to be kicked out of boarding school . . . again. And that's the least of his troubles. Lately, mythological monsters and the gods of Mount Olympus seem to be walking straight out of the pages of Percy's Greek mythology textbook and into his life. And worse, he's angered a few of them. Zeus's master lightning bolt has been stolen, and Percy is the prime suspect. Now Percy and his friends have just ten days to find and return Zeus's stolen property and bring peace to a warring Mount Olympus. But to succeed on his quest, Percy will have to do more than catch the true thief: he must come to terms with the father who abandoned him; solve the riddle of the Oracle, which warns him of betrayal by a friend; and unravel a treachery more powerful than the gods themselves."
The Kite Runner,4.7,Khalid Hosseini,Male,2003,271,Stand Alone,Historical Fiction,Dystopian,"The unforgettable, heartbreaking story of the unlikely friendship between a wealthy boy and the son of his father’s servant, caught in the tragic sweep of history, The Kite Runner transports readers to Afghanistan at a tense and crucial moment of change and destruction. A powerful story of friendship, it is also about the power of reading, the price of betrayal, and the possibility of redemption; and an exploration of the power of fathers over sons—their love, their sacrifices, their lies."
Anne of Green Gables,4.1,Lucy Maud Montgomery,Female,1908,448,Series,Coming of Age,Drama,"First published in 1908, “Anne of Green Gables” is Lucy Maud Montgomery’s enduring children’s classic which chronicles the coming of age of a young orphan girl, from the fictional community of Bolingbroke, Nova Scotia. The story begins with her arrival at the Prince Edward Island farm of Miss Marilla Cuthbert and Mr. Matthew Cuthbert, siblings in their fifties and sixties, who had decided to adopt a young boy to help out on the farm. However, through a misunderstanding, the orphanage sends Anne Shirley instead. While the Cuthbert’s are at first determined to return Anne to the orphanage, after a few days they decide instead to keep her. Anne is an imaginative and energetic young girl, who quickly befriends Diana Barry at the local country school, becomes rivals with classmate Gilbert Blythe, who teases her about her red hair, and has unfortunate run-ins with the unpleasant Pye sisters. Set in the close knit farm community of Avonlea, based on the author’s real life home on Prince Edward Island, “Anne of Green Gables” is at once both a comic and tragic tale. Read by millions, this novel begins a series of books that the author continued writing until the day she died."
The Demon-Haunted World,4.7,Carol Sagan,Male,1995,457,Stand Alone,Philosophical,Science,"How can we make intelligent decisions about our increasingly technology-driven lives if we don’t understand the difference between the myths of pseudoscience and the testable hypotheses of science? Pulitzer Prize-winning author and distinguished astronomer Carl Sagan argues that scientific thinking is critical not only to the pursuit of truth but to the very well-being of our democratic institutions.

Casting a wide net through history and culture, Sagan examines and authoritatively debunks such celebrated fallacies of the past as witchcraft, faith healing, demons, and UFOs. And yet, disturbingly, in today's so-called information age, pseudoscience is burgeoning with stories of alien abduction, channeling past lives, and communal hallucinations commanding growing attention and respect. As Sagan demonstrates with lucid eloquence, the siren song of unreason is not just a cultural wrong turn but a dangerous plunge into darkness that threatens our most basic freedoms."
His & Hers,4.3,Alice Feeney ,Female,2021,416,Stand Alone,Mystery,Horror,"When a woman is murdered in Blackdown, a quintessentially British village, news broadcaster Anna Andrews is reluctant to cover the case. Detective Jack Harper is suspicious of her involvement, until he becomes a suspect in his own murder investigation.

His & Hers is a twisty, smart, psychological thriller. A gripping tale of suspense, told by expertly-drawn narrators that will keep readers guessing until the very end.

Someone isn’t telling the truth, and some secrets are worth killing to keep."
What Lies in The Woods,4.2,Kate Alice Marshall,Female,2023,336,Stand Alone,Thriller,Fiction,"Naomi Shaw used to believe in magic. Twenty-two years ago, she and her two best friends, Cassidy and Olivia, spent the summer roaming the woods, imagining a world of ceremony and wonder. They called it the Goddess Game. The summer ended suddenly when Naomi was attacked. Miraculously, she survived her seventeen stab wounds and lived to identify the man who had hurt her. The girls’ testimony put away a serial killer, wanted for murdering six women. They were heroes.

And they were liars.

For decades, the friends have kept a secret worth killing for. But now Olivia wants to tell, and Naomi sets out to find out what really happened in the woods—no matter how dangerous the truth turns out to be."
Mr. Mercedes,4.4,Stephan King,Male,2014,506,Series,Suspense,Horror,"The stolen Mercedes emerges from the pre-dawn fog and plows through a crowd of men and women on line for a job fair in a distressed American city. Then the lone driver backs up, charges again, and speeds off, leaving eight dead and more wounded. The case goes unsolved and ex-cop Bill Hodges is out of hope when he gets a letter from a man who loved the feel of death under the Mercedes’s wheels…

Brady Hartsfield wants that rush again, but this time he’s going big, with an attack that would take down thousands—unless Hodges and two new unusual allies he picks up along the way can throw a wrench in Hartsfield’s diabolical plans. Stephen King takes off on a “nerve-shredding, pulse-pounding race against time” (Fort Worth Star-Telegram) with this acclaimed #1 bestselling thriller."
HumanKind: A Hopeful History,4.6,Rutger Bregman,Male,2019,480,Stand Alone,NonFiction,Philosophical,"If there is one belief that has united the left and the right, psychologists and philosophers, ancient thinkers and modern ones, it is the tacit assumption that humans are bad. It's a notion that drives newspaper headlines and guides the laws that shape our lives. From Machiavelli to Hobbes, Freud to Pinker, the roots of this belief have sunk deep into Western thought. Human beings, we're taught, are by nature selfish and governed primarily by self-interest.

But what if it isn't true? International best seller Rutger Bregman provides new perspective on the past 200,000 years of human history, setting out to prove that we are hardwired for kindness, geared toward cooperation rather than competition, and more inclined to trust rather than distrust one another. In fact this instinct has a firm evolutionary basis going back to the beginning of Homo sapiens. 

From the real-life Lord of the Flies to the solidarity in the aftermath of the Blitz, the hidden flaws in the Stanford prison experiment to the true story of twin brothers on opposite sides who helped Mandela end apartheid, Bregman shows us that believing in human generosity and collaboration isn't merely optimistic - it's realistic. Moreover, it has huge implications for how society functions. When we think the worst of people, it brings out the worst in our politics and economics. But if we believe in the reality of humanity's kindness and altruism, it will form the foundation for achieving true change in society, a case that Bregman makes convincingly with his signature wit, refreshing frankness, and memorable storytelling."
I Have No Mouth and I Must Scream,4.4,Harlan Ellison,Male,1967,162,Stand Alone,Sci-Fi,Horror,"In a post-apocalyptic world, four men and one woman are all that remain of the human race, brought to near extinction by an artificial intelligence. Programmed to wage war on behalf of its creators, the AI became self-aware and turned against humanity. The five survivors are prisoners, kept alive and subjected to brutal torture by the hateful and sadistic machine in an endless cycle of violence.
 
This story and six more groundbreaking and inventive tales that probe the depths of mortal experience prove why Grand Master of Science Fiction Harlan Ellison has earned the many accolades to his credit and remains one of the most original voices in American literature."
2001: A Space Odyssey,4.6,Arther C. Clarke,Male,1968,293,Series,Sci-Fi,Fiction,"This allegory about humanity’s exploration of the universe—and the universe’s reaction to humanity—is a hallmark achievement in storytelling that follows the crew of the spacecraft Discovery as they embark on a mission to Saturn. Their vessel is controlled by HAL 9000, an artificially intelligent supercomputer capable of the highest level of cognitive functioning that rivals—and perhaps threatens—the human mind.

Grappling with space exploration, the perils of technology, and the limits of human power, 2001: A Space Odyssey continues to be an enduring classic of cinematic scope."
The Cybernetic Tea Shop,4.4,Meredith Katz,Female,2019,118,Stand Alone,Romance,Sci-Fi,"Clara Gutierrez is an AI repair technician and a wanderer. Her childhood with her migrant worker family has left her uncomfortable with lingering for too long, so she moves from place to place across retro-futuristic America.

Sal is a fully autonomous robot. Older than the law declaring her kind illegal due to ethical concerns, she is at best out of place in society and at worst vilified. She continues to run the tea shop previously owned by her long-dead master, lost in memories of the past, struggling to fulfill her master's dream for the shop while slowly breaking down.

They meet by chance, but as they begin to spend time together, they both start to wrestle with the concept of moving on...

A F/F retro-future sci-fi asexual romance. A story about artificial intelligence and real kindness, about love, and the feeling of watching steam rising softly from a teacup on a bright and quiet morning."
On Earth We're Briefly Gorgeous,4.3,Ocean Vuong,Male,2019,256,Stand Alone,Poetry,Philosophical,"On Earth We’re Briefly Gorgeous is a letter from a son to a mother who cannot read. Written when the speaker, Little Dog, is in his late twenties, the letter unearths a family’s history that began before he was born — a history whose epicenter is rooted in Vietnam — and serves as a doorway into parts of his life his mother has never known, all of it leading to an unforgettable revelation. At once a witness to the fraught yet undeniable love between a single mother and her son, it is also a brutally honest exploration of race, class, and masculinity. Asking questions central to our American moment, immersed as we are in addiction, violence, and trauma, but undergirded by compassion and tenderness, On Earth We’re Briefly Gorgeous is as much about the power of telling one’s own story as it is about the obliterating silence of not being heard."
Magic Bites,4.4,Kate Daniels,Female,2007,345,Series,Fantasy,Adventure,"Kate Daniels is a down-on-her-luck mercenary who makes her living cleaning up magical problems. But when Kate’s guardian is murdered, her quest for justice draws her into a power struggle between two strong factions within Atlanta’s magic circles. Pressured by both sides to find the killer, Kate realizes she’s way our of her league—but she wouldn’t want it any other way…"
The Readers of Broken Wheel Recommed,4,Katrina Bivald,Female,2015,400,Stand Alone,Romance,Realistic Fiction,"Broken Wheel, Iowa, has never seen anyone like Sara: Sara traveled all the way from Sweden just to meet her book-loving pen pal Amy, but when she arrives she finds Amy's funeral guests just leaving. The residents of Broken Wheel are happy to look after their bewildered visitor―there's not much else to do in a dying small town that's almost beyond repair. You certainly wouldn't open a bookstore. And definitely not with Sara the tourist in charge.

You'd need a vacant storefront (Main Street is full of them), books (Amy's house is full of them), and...customers. The bookstore might be a little quirky. Then again, so is Sara. But Broken Wheel's own story might be funnier, more eccentric and surprising than she thought."
Infinite Jest,4.4,David Foster Wallace,Male,1996,1079,Stand Alone,Educational,Humor,"Set in an addicts' halfway house and a tennis academy, and featuring the most endearingly screwed-up family to come along in recent fiction, Infinite Jest explores essential questions about what entertainment is and why it has come to so dominate our lives; about how our desire for entertainment affects our need to connect with other people; and about what the pleasures we choose say about who we are.

Equal parts philosophical quest and screwball comedy, Infinite Jest bends every rule of fiction without sacrificing for a moment its own entertainment value. It is an exuberant, uniquely American exploration of the passions that make us human — and one of those rare books that renew the idea of what a novel can do."
Once in Every Life,4.3,Kristin Hannah,Female,1992,416,Stand Alone,Family Drama,No Sub-Genre,"Tess Gregory's brilliant career as a research scientist hides her longings for husband and child. Though deaf, she is a free spirit -- a woman full of life and love. She is struck down all too soon.
But for Tess, a new life begins at her death, in post-Civil War America. She is now Amarylis Rafferty, wife and mother of three -- and she can hear. Shocked and disoriented by her new surroundings, she is drawn into the savage heartache burdening the family, especially her husband, Jack, a man who fears himself capable of anything."
